CustomerID,Age,Tenure_Months,ContractType,InternetService,TechSupport,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,Churn
CUST2210,44.0,20,Month-to-month,No,No,Bank transfer,105.25,2059.08,1,Yes
CUST2047,38.0,15,Month-to-month,Fiber optic,Yes,Credit card,47.3,800.56,2,No
CUST1698,39.0,7,Month-to-month,DSL,Yes,Bank transfer,86.85,561.62,0,Yes
CUST1111,68.0,3,Two year,No,No,Bank transfer,67.98,217.33,0,No
CUST2862,35.0,45,Two year,Fiber optic,No,Bank transfer,34.9,1592.69,2,Yes
CUST2697,33.0,71,Month-to-month,DSL,Yes,Electronic check,108.13,7701.83,4,Yes
CUST2042,62.0,68,One year,No,No,Mailed check,74.32,5016.85,5,No
CUST2124,26.0,61,One year,DSL,No,Mailed check,60.99,3720.69,1,No
CUST1313,28.0,34,Month-to-month,No,No,Electronic check,110.48,3681.78,1,Yes
CUST1287,52.0,36,Month-to-month,Fiber optic,No,Electronic check,53.04,1818.78,1,Yes
CUST1795,68.0,63,One year,DSL,Yes,Bank transfer,146.29,9262.92,1,No
CUST2084,62.0,18,Month-to-month,DSL,No,Electronic check,67.32,1234.72,1,Yes
CUST1507,43.0,13,Month-to-month,DSL,Yes,Bank transfer,89.52,1174.16,0,No
CUST2195,59.0,45,Month-to-month,No,No,Bank transfer,45.29,1984.21,3,Yes
CUST1430,53.0,43,One year,Fiber optic,No,Mailed check,43.17,1809.5,3,No
CUST1742,38.0,12,Two year,DSL,No,Bank transfer,54.99,537.38,1,No
CUST2286,58.0,53,Month-to-month,DSL,No,Bank transfer,64.92,3443.77,1,No
CUST2773,52.0,61,Two year,DSL,Yes,Electronic check,72.69,4300.76,1,No
CUST2636,65.0,43,Two year,Fiber optic,No,Electronic check,84.09,3494.61,1,Yes
CUST1681,63.0,24,Two year,No,No,Mailed check,60.6,1500.7,1,No
CUST2389,49.0,16,Month-to-month,Fiber optic,No,Bank transfer,71.72,1206.67,4,Yes
CUST1017,39.0,1,Month-to-month,Fiber optic,No,Electronic check,86.57,73.82,0,Yes
CUST1603,27.0,8,Two year,Fiber optic,No,Credit card,46.12,325.58,4,Yes
CUST2815,30.0,33,Two year,Fiber optic,No,Electronic check,46.64,1501.03,0,No
CUST1578,19.0,64,One year,DSL,No,Electronic check,66.5,4263.86,2,No
CUST1492,64.0,13,Month-to-month,Fiber optic,No,Bank transfer,68.3,894.25,1,No
CUST2377,45.0,50,Month-to-month,DSL,Yes,Electronic check,73.24,3577.2,1,No
CUST2809,23.0,12,Month-to-month,Fiber optic,Yes,Credit card,74.82,875.21,3,Yes
CUST1845,18.0,53,Two year,Fiber optic,No,Bank transfer,51.81,2643.86,1,No
CUST2752,58.0,37,One year,DSL,Yes,Mailed check,77.01,2914.69,4,No
CUST2128,55.0,34,Two year,No,No,Credit card,109.85,3777.89,1,Yes
CUST1054,19.0,48,Month-to-month,No,No,Credit card,49.01,2436.53,4,Yes
CUST1263,53.0,20,Month-to-month,Fiber optic,Yes,Electronic check,93.55,1890.26,3,Yes
CUST1101,18.0,53,Two year,Fiber optic,Yes,Bank transfer,80.65,4266.96,0,No
CUST1275,56.0,2,Month-to-month,No,No,Mailed check,50.54,90.75,2,Yes
CUST2866,30.0,36,One year,DSL,No,Electronic check,77.87,2923.67,2,No
CUST2302,38.0,31,Month-to-month,Fiber optic,No,Credit card,85.2,2557.63,4,Yes
CUST1249,69.0,30,Month-to-month,Fiber optic,No,Credit card,66.21,1992.4,0,No
CUST1833,20.0,20,Month-to-month,No,No,Electronic check,44.65,839.08,3,Yes
CUST2929,64.0,8,One year,DSL,Yes,Electronic check,21.15,173.32,2,Yes
CUST2805,22.0,47,One year,Fiber optic,Yes,Mailed check,66.81,3127.96,1,No
CUST2360,49.0,17,Two year,Fiber optic,No,Credit card,82.4,1405.24,1,Yes
CUST1344,34.0,8,One year,Fiber optic,No,Electronic check,58.13,485.55,1,Yes
CUST1640,36.0,10,One year,DSL,Yes,Bank transfer,86.56,,3,Yes
CUST1377,46.0,10,Month-to-month,Fiber optic,No,Credit card,103.64,1116.43,0,Yes
CUST2405,41.0,20,Month-to-month,DSL,Yes,Mailed check,124.79,2565.29,1,Yes
CUST1423,43.0,1,Two year,Fiber optic,No,Credit card,40.71,14.56,2,No
CUST1060,25.0,31,Month-to-month,Fiber optic,No,Electronic check,102.58,3142.97,1,No
CUST2920,53.0,20,Month-to-month,No,No,Credit card,98.68,1981.13,1,Yes
CUST1756,18.0,3,Two year,Fiber optic,Yes,Electronic check,37.98,109.81,2,No
CUST1984,41.0,7,Month-to-month,DSL,,Electronic check,37.44,239.35,1,Yes
CUST1210,32.0,22,Month-to-month,Fiber optic,No,Electronic check,115.96,2560.19,2,Yes
CUST1281,42.0,27,Month-to-month,DSL,No,Credit card,81.39,2222.22,4,Yes
CUST2665,56.0,23,One year,Fiber optic,Yes,Electronic check,87.49,2071.7,0,No
CUST1649,64.0,7,Month-to-month,Fiber optic,No,Mailed check,50.86,343.53,1,Yes
CUST2120,18.0,1,One year,No,Yes,Mailed check,29.8,32.29,2,Yes
CUST2624,24.0,53,One year,DSL,Yes,Bank transfer,32.32,1675.07,1,No
CUST2236,19.0,24,Two year,Fiber optic,Yes,Bank transfer,73.77,1927.77,1,No
CUST1983,31.0,0,Month-to-month,DSL,No,Electronic check,68.7,0.0,0,Yes
CUST2192,24.0,12,One year,DSL,No,Credit card,69.7,741.83,2,No
CUST1899,68.0,70,Month-to-month,Fiber optic,No,Bank transfer,51.73,3624.51,2,Yes
CUST1324,42.0,12,One year,Fiber optic,Yes,Mailed check,80.49,900.86,3,No
CUST2106,20.0,35,Month-to-month,Fiber optic,No,Credit card,79.46,2770.22,1,No
CUST2698,61.0,44,Month-to-month,DSL,No,Credit card,81.45,3560.92,5,Yes
CUST1028,61.0,44,One year,Fiber optic,Yes,Mailed check,82.3,,5,Yes
CUST1832,55.0,48,Month-to-month,No,Yes,Bank transfer,76.58,3635.21,3,Yes
CUST2028,51.0,61,Two year,No,No,Mailed check,50.27,3171.61,2,No
CUST2484,42.0,35,Month-to-month,No,Yes,Credit card,52.15,1861.68,4,Yes
CUST2002,32.0,3,Month-to-month,Fiber optic,Yes,Mailed check,109.97,340.85,1,Yes
CUST2789,20.0,7,One year,DSL,No,Credit card,117.59,859.81,2,No
CUST1224,54.0,29,One year,Fiber optic,No,Credit card,110.67,3286.43,3,No
CUST2842,62.0,10,Month-to-month,No,Yes,Bank transfer,72.24,667.76,1,Yes
CUST2182,19.0,26,One year,DSL,No,Bank transfer,94.59,2398.34,1,No
CUST1838,27.0,38,Two year,Fiber optic,No,Credit card,62.68,2395.52,2,No
CUST2409,54.0,19,Month-to-month,DSL,No,Mailed check,39.4,740.28,1,Yes
CUST1933,20.0,20,One year,No,No,Mailed check,43.97,905.72,4,No
CUST1872,40.0,6,Month-to-month,Fiber optic,Yes,Credit card,114.11,689.38,3,Yes
CUST2481,57.0,4,Month-to-month,DSL,,Credit card,49.88,205.7,3,No
CUST2102,28.0,13,Two year,Fiber optic,No,Electronic check,101.1,1350.1,2,Yes
CUST2965,64.0,31,One year,Fiber optic,No,Credit card,43.79,,0,No
CUST1619,54.0,48,Month-to-month,DSL,No,Electronic check,84.39,4098.63,6,Yes
CUST2466,39.0,7,Month-to-month,Fiber optic,Yes,Bank transfer,103.29,733.35,3,Yes
CUST2094,66.0,41,Two year,No,No,Electronic check,65.67,2624.26,2,No
CUST1151,32.0,4,Month-to-month,DSL,No,Electronic check,48.66,196.49,3,Yes
CUST1215,69.0,0,Month-to-month,No,Yes,Electronic check,100.09,0.0,0,Yes
CUST1098,46.0,27,Month-to-month,DSL,No,Mailed check,69.04,1842.13,1,Yes
CUST1768,41.0,59,Month-to-month,DSL,No,Electronic check,76.55,4542.89,2,Yes
CUST2499,35.0,33,Month-to-month,No,No,Credit card,64.66,2114.1,0,No
CUST2764,66.0,27,Month-to-month,Fiber optic,Yes,Electronic check,60.53,1595.06,3,Yes
CUST1810,66.0,19,One year,DSL,No,Bank transfer,76.87,1525.27,3,No
CUST2480,26.0,7,Month-to-month,No,Yes,Electronic check,120.11,819.83,0,Yes
CUST1012,41.0,8,Month-to-month,Fiber optic,Yes,Electronic check,82.0,557.45,2,Yes
CUST2594,34.0,9,Month-to-month,Fiber optic,No,Electronic check,107.14,933.17,0,Yes
CUST2397,45.0,35,One year,Fiber optic,Yes,Credit card,92.16,3147.74,3,Yes
CUST1167,62.0,19,Month-to-month,No,No,Electronic check,77.64,1450.19,0,Yes
CUST1643,24.0,6,One year,Fiber optic,Yes,Electronic check,95.79,611.1,4,Yes
CUST2098,43.0,70,One year,Fiber optic,No,Mailed check,91.62,6470.16,1,Yes
CUST1188,28.0,28,Two year,Fiber optic,No,Credit card,64.02,1809.48,3,No
CUST2088,43.0,13,Month-to-month,DSL,Yes,Mailed check,74.86,982.76,1,Yes
CUST1043,24.0,1,Month-to-month,Fiber optic,No,Electronic check,56.47,93.3,0,Yes
CUST2989,42.0,42,Two year,Fiber optic,No,Electronic check,28.26,1158.38,0,No
CUST1009,40.0,24,Month-to-month,DSL,No,Bank transfer,61.33,1499.31,3,No
CUST2348,39.0,50,Month-to-month,DSL,No,Bank transfer,67.44,3340.51,1,No
CUST1147,31.0,16,Two year,No,No,Bank transfer,63.99,1042.21,2,No
CUST2592,61.0,59,Month-to-month,No,No,Electronic check,72.36,4253.9,2,No
CUST1013,53.0,37,Two year,Fiber optic,No,Mailed check,68.18,2519.86,2,No
CUST1389,50.0,40,Month-to-month,Fiber optic,No,Bank transfer,51.43,2123.16,1,Yes
CUST2285,57.0,20,Month-to-month,DSL,No,Credit card,55.07,1062.92,2,No
CUST2670,39.0,64,One year,No,Yes,Credit card,80.44,5057.37,1,No
CUST1674,29.0,10,One year,Fiber optic,Yes,Credit card,79.78,873.74,2,Yes
CUST1978,39.0,2,Month-to-month,No,No,Electronic check,25.95,104.52,1,Yes
CUST2206,46.0,36,Two year,Fiber optic,No,Credit card,100.19,3551.18,1,Yes
CUST2522,62.0,64,One year,Fiber optic,No,Bank transfer,18.74,1074.41,1,No
CUST1975,69.0,11,Month-to-month,No,Yes,Credit card,82.66,981.89,0,Yes
CUST2269,29.0,15,Month-to-month,Fiber optic,Yes,Bank transfer,87.63,1298.58,2,Yes
CUST1594,21.0,51,Two year,Fiber optic,Yes,Electronic check,69.35,3525.84,3,No
CUST2331,41.0,33,Month-to-month,DSL,No,Electronic check,55.13,1802.61,1,No
CUST1717,62.0,55,Two year,Fiber optic,No,Mailed check,28.98,1559.26,3,Yes
CUST2390,27.0,23,Month-to-month,DSL,Yes,Electronic check,60.72,1476.89,1,No
CUST2385,25.0,23,One year,No,No,Credit card,121.49,2867.65,3,No
CUST2800,51.0,42,Month-to-month,Fiber optic,No,Mailed check,115.23,4839.93,2,Yes
CUST2580,20.0,14,Month-to-month,Fiber optic,Yes,Electronic check,106.44,1505.05,1,No
CUST2759,40.0,7,Month-to-month,DSL,Yes,Electronic check,38.68,227.51,3,Yes
CUST1463,22.0,22,One year,DSL,No,Bank transfer,50.33,1056.73,0,No
CUST2118,19.0,67,One year,DSL,No,Credit card,89.27,5970.81,1,No
CUST2227,32.0,71,One year,Fiber optic,Yes,Mailed check,19.95,1432.38,1,Yes
CUST1540,27.0,9,Month-to-month,Fiber optic,No,Mailed check,61.9,515.78,1,No
CUST1025,50.0,37,One year,DSL,Yes,Bank transfer,77.05,2871.42,2,No
CUST1630,37.0,0,Month-to-month,DSL,No,Electronic check,18.0,0.0,1,Yes
CUST2463,61.0,46,Month-to-month,Fiber optic,Yes,Mailed check,116.54,5299.04,4,Yes
CUST2346,66.0,45,Month-to-month,No,No,Credit card,104.2,4582.79,4,Yes
CUST1848,30.0,59,Month-to-month,DSL,Yes,Credit card,105.06,6283.53,3,Yes
CUST1115,52.0,49,Month-to-month,DSL,No,Electronic check,50.03,2430.79,1,No
CUST1024,38.0,63,One year,No,No,Mailed check,71.72,4620.06,3,No
CUST1370,21.0,21,One year,DSL,Yes,Electronic check,92.43,1938.26,1,No
CUST1586,46.0,62,Two year,DSL,No,Mailed check,59.44,3764.46,1,Yes
CUST1096,62.0,58,Month-to-month,Fiber optic,No,Bank transfer,66.38,3813.21,0,No
CUST1565,29.0,26,One year,Fiber optic,No,Mailed check,93.73,2413.99,3,Yes
CUST1972,25.0,41,Month-to-month,DSL,No,Credit card,18.13,797.91,2,No
CUST2453,20.0,41,Two year,Fiber optic,Yes,Credit card,71.07,2937.62,3,No
CUST1099,32.0,34,Two year,Fiber optic,No,Mailed check,43.44,1460.6,2,No
CUST2513,39.0,30,Month-to-month,Fiber optic,No,Electronic check,58.1,1687.1,0,Yes
CUST2500,38.0,44,Month-to-month,DSL,No,Bank transfer,97.09,4246.42,2,Yes
CUST2927,50.0,58,One year,Fiber optic,No,Bank transfer,118.44,6869.85,0,No
CUST1357,25.0,23,Month-to-month,DSL,Yes,Mailed check,18.0,428.09,1,Yes
CUST2351,66.0,58,Month-to-month,Fiber optic,No,Mailed check,106.09,6076.93,3,Yes
CUST1817,66.0,68,One year,Fiber optic,No,Electronic check,35.43,2388.99,1,No
CUST2623,33.0,37,Month-to-month,DSL,Yes,Bank transfer,92.47,3381.38,2,Yes
CUST2146,46.0,46,Month-to-month,DSL,Yes,Bank transfer,55.41,2664.54,3,No
CUST2747,63.0,60,One year,DSL,No,Mailed check,45.88,2685.33,1,No
CUST2806,65.0,21,Month-to-month,DSL,No,Electronic check,92.32,1913.86,2,Yes
CUST2587,55.0,36,One year,DSL,Yes,Electronic check,49.29,1838.9,4,Yes
CUST2716,54.0,58,Month-to-month,Fiber optic,No,Credit card,75.27,4364.94,2,No
CUST2226,69.0,18,One year,Fiber optic,Yes,Mailed check,55.08,967.95,1,No
CUST1270,24.0,10,One year,No,Yes,Bank transfer,69.9,779.9,2,Yes
CUST1118,59.0,35,Two year,Fiber optic,No,Bank transfer,43.56,1498.33,2,No
CUST1117,22.0,50,Month-to-month,DSL,No,Credit card,36.34,1778.39,5,No
CUST2914,35.0,56,Two year,Fiber optic,No,Mailed check,83.99,4753.61,5,No
CUST1556,41.0,51,Two year,DSL,No,Electronic check,61.7,3246.38,4,Yes
CUST1684,59.0,29,Month-to-month,DSL,No,Bank transfer,43.89,1324.88,3,No
CUST2241,53.0,46,Month-to-month,Fiber optic,No,Bank transfer,67.36,3121.53,2,Yes
CUST1506,29.0,35,Month-to-month,Fiber optic,Yes,Mailed check,93.78,3334.9,0,Yes
CUST2702,42.0,28,Month-to-month,Fiber optic,No,Bank transfer,99.52,2692.73,5,Yes
CUST1164,54.0,9,Month-to-month,No,No,Electronic check,99.71,917.02,2,Yes
CUST1740,38.0,65,One year,DSL,No,Credit card,18.0,1164.35,3,No
CUST2493,62.0,29,Month-to-month,Fiber optic,No,Electronic check,101.56,2995.46,0,Yes
CUST2802,32.0,65,Month-to-month,No,Yes,Credit card,53.14,3395.43,2,Yes
CUST1465,,1,Two year,DSL,No,Mailed check,99.08,166.98,2,Yes
CUST2157,36.0,50,One year,No,No,Electronic check,38.66,1942.66,2,No
CUST2233,21.0,44,Two year,Fiber optic,No,Electronic check,83.44,3698.91,1,Yes
CUST1142,31.0,61,Two year,Fiber optic,No,Credit card,29.16,1871.29,3,No
CUST1113,25.0,59,Two year,DSL,Yes,Bank transfer,18.0,1079.88,0,Yes
CUST2072,32.0,16,Month-to-month,Fiber optic,No,Electronic check,67.67,1139.0,5,Yes
CUST2384,18.0,62,Two year,DSL,Yes,Bank transfer,50.61,3127.08,3,No
CUST1378,63.0,9,Month-to-month,DSL,No,Mailed check,80.94,662.58,1,Yes
CUST1063,31.0,71,One year,DSL,No,Electronic check,106.34,7491.27,1,Yes
CUST1488,26.0,5,One year,Fiber optic,No,Electronic check,64.29,390.45,0,No
CUST1637,53.0,20,One year,DSL,No,Mailed check,90.27,1829.43,3,No
CUST1186,37.0,19,Two year,Fiber optic,No,Electronic check,82.12,1581.77,4,Yes
CUST2345,58.0,26,Two year,DSL,Yes,Bank transfer,100.38,2633.62,4,No
CUST2275,54.0,64,Month-to-month,No,No,Electronic check,66.27,4163.7,1,No
CUST1635,36.0,4,One year,Fiber optic,No,Mailed check,84.75,269.26,0,No
CUST1294,19.0,42,Month-to-month,No,Yes,Mailed check,57.35,2443.36,1,No
CUST1875,38.0,31,Month-to-month,DSL,No,Mailed check,110.48,3437.83,1,Yes
CUST1453,69.0,20,Month-to-month,DSL,No,Mailed check,88.54,1772.08,0,Yes
CUST1286,59.0,47,Month-to-month,No,Yes,Mailed check,19.76,,1,Yes
CUST2873,63.0,60,One year,DSL,No,Electronic check,32.71,2031.27,0,No
CUST2966,33.0,67,Two year,DSL,No,Bank transfer,78.16,5343.59,2,No
CUST1300,49.0,35,Month-to-month,Fiber optic,No,Credit card,63.15,2241.92,1,Yes
CUST1841,38.0,23,One year,DSL,No,Mailed check,45.77,1071.44,5,No
CUST1315,25.0,15,Month-to-month,Fiber optic,Yes,Mailed check,111.12,1629.92,1,Yes
CUST1895,41.0,40,Two year,Fiber optic,No,Credit card,76.91,3075.49,1,Yes
CUST1707,48.0,28,One year,DSL,Yes,Credit card,36.42,1033.9,2,No
CUST1359,44.0,59,Month-to-month,DSL,No,Electronic check,74.95,4482.22,2,Yes
CUST1130,41.0,20,One year,Fiber optic,No,Bank transfer,60.01,1157.78,1,No
CUST2137,28.0,43,Month-to-month,Fiber optic,No,Mailed check,79.14,3433.18,1,No
CUST1728,30.0,15,Month-to-month,DSL,No,Electronic check,63.38,970.06,1,Yes
CUST1189,45.0,0,One year,No,No,Bank transfer,53.73,,2,Yes
CUST1027,39.0,10,One year,No,No,Electronic check,44.69,367.64,2,Yes
CUST2567,19.0,68,Month-to-month,Fiber optic,No,Bank transfer,21.72,1396.94,1,No
CUST2923,29.0,58,Month-to-month,Fiber optic,No,Credit card,64.2,3851.81,2,Yes
CUST1918,28.0,65,Month-to-month,DSL,No,Credit card,115.64,7446.5,3,Yes
CUST1746,52.0,53,Month-to-month,DSL,Yes,Bank transfer,80.96,4303.24,3,No
CUST2228,46.0,71,Month-to-month,DSL,No,Mailed check,23.23,1598.38,0,No
CUST1947,23.0,2,Two year,No,Yes,Bank transfer,94.87,221.17,1,No
CUST1757,20.0,3,Month-to-month,DSL,Yes,Bank transfer,49.95,182.71,1,Yes
CUST1738,62.0,45,Month-to-month,DSL,Yes,Credit card,81.91,3672.7,0,No
CUST2571,34.0,27,Month-to-month,No,No,Electronic check,90.51,2477.57,0,No
CUST2171,49.0,33,Month-to-month,No,No,Credit card,61.37,2073.47,3,Yes
CUST1266,20.0,32,One year,Fiber optic,No,Bank transfer,68.84,2173.12,3,No
CUST2223,53.0,44,Month-to-month,No,No,Electronic check,36.58,1690.85,1,No
CUST2504,55.0,39,Month-to-month,DSL,No,Bank transfer,45.9,1712.99,1,Yes
CUST1075,43.0,59,One year,Fiber optic,No,Credit card,87.69,5186.35,2,No
CUST2443,46.0,68,Month-to-month,Fiber optic,No,Mailed check,49.76,3379.36,3,No
CUST2308,43.0,55,One year,Fiber optic,No,Bank transfer,83.13,4499.55,2,No
CUST2707,47.0,8,Month-to-month,Fiber optic,No,Credit card,36.97,274.28,2,Yes
CUST1948,18.0,71,Two year,Fiber optic,Yes,Electronic check,129.14,9096.79,3,No
CUST2194,25.0,48,Month-to-month,DSL,No,Credit card,67.37,3231.46,2,No
CUST2277,59.0,44,Month-to-month,No,,Mailed check,78.17,3419.25,0,No
CUST2316,19.0,64,Month-to-month,Fiber optic,Yes,Credit card,59.83,3876.14,1,No
CUST2333,66.0,55,Month-to-month,Fiber optic,Yes,Bank transfer,57.94,3081.66,0,No
CUST2051,21.0,27,One year,Fiber optic,No,Electronic check,79.56,2153.38,1,No
CUST1180,62.0,27,Month-to-month,DSL,No,Credit card,34.79,936.91,3,Yes
CUST1758,33.0,19,Month-to-month,Fiber optic,,Bank transfer,36.54,757.79,0,Yes
CUST1657,53.0,66,One year,DSL,No,Bank transfer,64.74,4299.88,2,No
CUST2734,41.0,56,Month-to-month,No,Yes,Mailed check,45.75,,3,No
CUST1376,47.0,31,One year,DSL,No,Bank transfer,73.59,2300.76,2,No
CUST2900,37.0,46,Month-to-month,Fiber optic,No,Mailed check,100.78,4682.05,3,Yes
CUST1023,19.0,17,Two year,Fiber optic,No,Bank transfer,25.92,492.84,2,No
CUST1346,65.0,8,One year,Fiber optic,No,Bank transfer,86.54,687.33,0,Yes
CUST2645,56.0,48,One year,No,No,Mailed check,80.33,3843.65,1,Yes
CUST2857,49.0,22,One year,DSL,Yes,Credit card,46.24,915.38,2,No
CUST2724,66.0,52,Month-to-month,Fiber optic,Yes,Electronic check,75.62,4080.62,1,No
CUST1008,36.0,14,Month-to-month,Fiber optic,Yes,Electronic check,72.31,997.63,2,No
CUST1228,19.0,46,Month-to-month,DSL,No,Bank transfer,72.97,3354.07,3,Yes
CUST1489,29.0,66,Month-to-month,Fiber optic,Yes,Electronic check,69.97,4628.05,3,No
CUST1213,41.0,49,One year,DSL,Yes,Bank transfer,57.6,2797.27,4,No
CUST1835,54.0,4,Month-to-month,DSL,No,Bank transfer,34.56,171.22,1,Yes
CUST1688,19.0,45,Month-to-month,Fiber optic,Yes,Electronic check,102.22,,1,Yes
CUST1449,42.0,22,Two year,Fiber optic,No,Credit card,47.73,1104.89,3,Yes
CUST2412,50.0,11,Month-to-month,No,No,Mailed check,39.13,457.42,1,Yes
CUST1015,41.0,59,Month-to-month,Fiber optic,No,Mailed check,85.12,5022.77,3,No
CUST2573,42.0,64,Two year,DSL,Yes,Electronic check,67.92,4251.68,2,No
CUST2783,28.0,16,Two year,No,Yes,Credit card,31.77,509.46,2,No
CUST2782,51.0,58,Month-to-month,Fiber optic,Yes,Credit card,41.43,2441.49,1,Yes
CUST2457,22.0,40,One year,Fiber optic,No,Credit card,19.89,790.45,1,No
CUST1957,43.0,18,Month-to-month,No,No,Mailed check,66.98,1161.77,2,No
CUST1546,21.0,8,One year,No,Yes,Credit card,85.05,664.45,2,No
CUST2162,62.0,3,Month-to-month,Fiber optic,Yes,Mailed check,77.88,,2,Yes
CUST1660,56.0,67,Month-to-month,DSL,Yes,Credit card,18.0,1224.74,2,Yes
CUST1354,55.0,36,Month-to-month,DSL,No,Electronic check,40.04,1453.05,1,Yes
CUST1748,37.0,13,Month-to-month,DSL,No,Bank transfer,73.16,885.19,1,Yes
CUST1207,59.0,22,Month-to-month,Fiber optic,No,Electronic check,55.26,1286.56,3,No
CUST2156,22.0,20,Two year,Fiber optic,No,Bank transfer,133.28,2727.61,3,No
CUST1739,64.0,26,Two year,Fiber optic,No,Electronic check,69.12,1726.09,2,Yes
CUST2083,68.0,34,Month-to-month,Fiber optic,No,Bank transfer,34.61,1149.65,2,Yes
CUST1416,50.0,71,Month-to-month,Fiber optic,No,Electronic check,94.26,6703.54,2,Yes
CUST2432,35.0,6,One year,Fiber optic,Yes,Credit card,82.48,461.36,3,Yes
CUST2067,19.0,20,Month-to-month,DSL,Yes,Bank transfer,45.34,902.83,1,Yes
CUST2598,29.0,12,Two year,No,No,Mailed check,50.72,612.74,2,No
CUST1701,24.0,22,One year,DSL,No,Credit card,67.57,1561.05,1,No
CUST1442,45.0,16,Two year,Fiber optic,No,Bank transfer,30.48,454.4,1,No
CUST2426,69.0,63,Month-to-month,DSL,Yes,Bank transfer,90.62,5721.8,2,Yes
CUST2449,37.0,42,Month-to-month,DSL,No,Mailed check,72.18,3039.95,1,Yes
CUST1536,53.0,22,Two year,DSL,Yes,Bank transfer,66.44,1409.51,1,No
CUST1348,68.0,9,Two year,No,Yes,Credit card,85.88,768.26,3,No
CUST2420,31.0,54,Two year,Fiber optic,No,Mailed check,53.53,2923.07,2,No
CUST1403,41.0,40,Month-to-month,DSL,No,Electronic check,82.24,3240.77,2,Yes
CUST1362,47.0,18,Month-to-month,Fiber optic,,Electronic check,81.99,1445.67,5,Yes
CUST1026,29.0,31,Month-to-month,Fiber optic,Yes,Mailed check,53.63,1659.45,2,Yes
CUST2116,30.0,40,Two year,Fiber optic,No,Electronic check,54.74,2157.17,2,Yes
CUST2177,50.0,24,Month-to-month,Fiber optic,Yes,Credit card,105.3,2510.48,4,Yes
CUST1177,45.0,48,Two year,Fiber optic,No,Mailed check,93.41,4442.37,3,Yes
CUST2937,63.0,20,One year,Fiber optic,No,Mailed check,69.03,1385.86,4,Yes
CUST1879,68.0,70,Month-to-month,Fiber optic,No,Bank transfer,100.79,7117.64,5,Yes
CUST2901,49.0,67,Month-to-month,Fiber optic,No,Credit card,77.23,5197.53,2,No
CUST1755,48.0,57,Two year,DSL,No,Bank transfer,96.31,5408.57,4,No
CUST1252,,18,Two year,Fiber optic,Yes,Electronic check,103.45,1799.41,0,Yes
CUST1414,34.0,20,Month-to-month,DSL,Yes,Mailed check,62.33,1253.36,1,No
CUST1558,67.0,35,One year,Fiber optic,No,Mailed check,75.5,2624.41,2,Yes
CUST1553,49.0,3,Month-to-month,Fiber optic,No,Electronic check,56.27,204.84,0,Yes
CUST1193,18.0,68,Month-to-month,DSL,Yes,Credit card,49.49,3412.23,2,No
CUST2502,53.0,15,Month-to-month,DSL,No,Mailed check,85.01,1236.64,1,No
CUST1704,21.0,28,Two year,No,No,Electronic check,18.0,536.0,3,No
CUST2491,43.0,45,Month-to-month,Fiber optic,Yes,Bank transfer,76.19,3374.94,2,Yes
CUST1445,49.0,7,Month-to-month,No,No,Credit card,39.14,266.02,6,Yes
CUST1788,65.0,48,Two year,Fiber optic,No,Credit card,90.24,4370.28,4,Yes
CUST2936,51.0,24,Month-to-month,DSL,No,Bank transfer,59.08,1432.0,2,No
CUST2799,28.0,41,One year,Fiber optic,Yes,Electronic check,88.41,3692.65,3,Yes
CUST2464,52.0,34,One year,DSL,No,Credit card,74.45,2470.44,1,No
CUST1451,39.0,64,Two year,DSL,Yes,Electronic check,53.23,3419.85,0,No
CUST2399,67.0,63,Month-to-month,Fiber optic,No,Bank transfer,87.23,5493.2,1,No
CUST1464,56.0,65,Month-to-month,Fiber optic,No,Credit card,113.34,7311.14,5,Yes
CUST1687,44.0,50,Month-to-month,No,No,Electronic check,51.11,2594.3,2,No
CUST1458,54.0,32,One year,DSL,No,Bank transfer,57.96,1836.29,1,No
CUST2376,19.0,31,Month-to-month,DSL,Yes,Bank transfer,86.97,2741.06,2,No
CUST1943,45.0,25,Month-to-month,DSL,No,Credit card,81.61,2018.45,0,Yes
CUST2617,58.0,12,One year,Fiber optic,No,Credit card,79.09,,4,No
CUST1747,36.0,11,One year,No,No,Mailed check,68.15,739.48,1,Yes
CUST1369,36.0,20,Month-to-month,DSL,No,Electronic check,69.96,1455.57,4,Yes
CUST1484,43.0,44,One year,Fiber optic,No,Bank transfer,102.4,4453.06,1,No
CUST2352,24.0,14,Month-to-month,Fiber optic,Yes,Bank transfer,33.73,523.38,3,Yes
CUST2187,56.0,13,Two year,DSL,Yes,Mailed check,72.68,898.65,2,No
CUST1307,20.0,33,Month-to-month,Fiber optic,No,Electronic check,104.33,3451.39,1,Yes
CUST1285,47.0,4,Month-to-month,DSL,No,Bank transfer,43.28,216.16,2,Yes
CUST1623,40.0,68,One year,Fiber optic,Yes,Electronic check,68.38,4591.01,1,No
CUST2473,40.0,35,One year,Fiber optic,No,Credit card,20.51,659.61,4,Yes
CUST1700,34.0,6,One year,Fiber optic,No,Mailed check,81.84,450.77,2,No
CUST2810,54.0,44,Month-to-month,No,No,Mailed check,83.93,3644.12,5,Yes
CUST1925,33.0,58,Month-to-month,Fiber optic,Yes,Bank transfer,49.36,2846.67,3,No
CUST2095,29.0,18,Two year,Fiber optic,Yes,Bank transfer,68.93,1347.58,2,No
